EpisodesSoFar,TimeElapsed,loss_pol_surr,loss_ent,EpLenMean,loss_kl,loss_pol_entpen,TimestepsSoFar,loss_vf_loss,EpRewMean,ev_tdlam_before,EpThisIter
8612,8157.966862678528,-0.008770065,8.177762,981.19,0.0085566845,0.0,11839018,1059322300000.0,-1069124.850708392,0.0,88
8692,8242.047556400299,-0.009448151,8.179382,1018.87,0.009516827,0.0,11921139,188104110000.0,-8119340.048648838,0.0,80
8770,8299.795573234558,-0.009481569,8.174107,1028.93,0.007404673,0.0,12004141,25309544000.0,-2088665.4638775692,5.960464477539063e-08,78
8868,8395.440942287445,-0.009343003,8.174074,881.45,0.0074533746,0.0,12090793,207686300000.0,-1261969.9659084005,5.960464477539063e-08,98
8957,8454.291971445084,-0.008155657,8.168613,934.54,0.009038458,0.0,12178591,40217797000.0,-3754025.6242074464,-1.3113021850585938e-06,89
9040,8548.673402786255,-0.009451943,8.167254,994.52,0.0074637746,0.0,12260652,92315530000.0,-628610.3904700238,-1.1920928955078125e-07,83
9124,8606.27894616127,-0.010061237,8.177233,1010.85,0.007569766,0.0,12341369,14541466000.0,-1666357.1266547123,-1.1920928955078125e-06,84
9207,8698.575677394867,-0.009067346,8.169985,1013.06,0.007764183,0.0,12421258,39260373000.0,-1608930.3548308131,0.0,83
9288,8756.51645207405,-0.009260887,8.167294,928.59,0.0064870478,0.0,12497197,69645520000.0,-1798903.0135365396,2.384185791015625e-06,81
9370,8847.273600101471,-0.006499415,8.168779,1017.08,0.010433319,0.0,12581627,57061114000.0,-383234.2924720267,1.1920928955078125e-07,82
9458,8905.256732940674,-0.009355729,8.166796,835.38,0.0091288965,0.0,12655815,489437460000.0,-1261532.7572046772,1.1920928955078125e-07,88
9553,8995.63753414154,-0.009892004,8.169203,950.87,0.007588251,0.0,12747835,30598568000.0,-4937719.808161281,1.0728836059570312e-06,95
9628,9054.065348148346,-0.009940764,8.171236,1055.54,0.0072082654,0.0,12827870,273490800000.0,-2305735.262757622,-5.960464477539062e-07,75
9704,9121.57735133171,-0.008662539,8.176395,1065.14,0.008672578,0.0,12911692,23895202000.0,-4624073.247759353,-5.364418029785156e-06,76
9807,9204.867883682251,-0.010528924,8.170925,803.72,0.006932049,0.0,12993610,68189037000.0,-824871.224643524,-1.1920928955078125e-07,103
9897,9262.812556743622,-0.009273167,8.1763935,920.26,0.006895402,0.0,13075450,83400510000.0,-2328534.819203542,5.960464477539063e-08,90
9976,9321.454745292664,-0.008573517,8.183018,969.68,0.008270999,0.0,13153497,5007802400.0,-562633.5022089278,-2.384185791015625e-07,79
10079,9404.88425564766,-0.009343882,8.184217,863.31,0.0059161056,0.0,13242328,126508940000.0,-398053.64076268824,0.0,103
10152,9463.631861686707,-0.006848636,8.184313,1046.77,0.012506058,0.0,13319704,72716165000.0,-2688537.3693441474,0.0,73
10236,9522.134286403656,-0.0087644635,8.193983,954.85,0.0081268465,0.0,13401228,82233850000.0,-2803959.1328157615,-1.1920928955078125e-07,84
10309,9580.338339805603,-0.008597454,8.200269,1049.91,0.0053640516,0.0,13474928,237432050000.0,-3292986.0457851007,0.0,73
10397,9669.071078777313,-0.009576635,8.2037945,1010.84,0.0063417284,0.0,13562205,98852940000.0,-4585817.29473982,8.940696716308594e-07,88
10488,9727.457496881485,-0.008694746,8.207081,1008.85,0.006168764,0.0,13650853,4636803600.0,-1979855.6960165882,-7.152557373046875e-07,91
10589,9794.291953802109,-0.009634574,8.20483,817.83,0.006282182,0.0,13733467,103925465000.0,-1292872.645037473,0.0,101
10689,9875.001146316528,-0.008607693,8.211351,843.03,0.008374003,0.0,13817770,107586716000.0,-2227412.0300816637,-9.179115295410156e-06,100
10771,9934.334609985352,-0.008715501,8.214277,918.29,0.006907354,0.0,13891714,3885462800.0,-1520742.3462299951,2.1457672119140625e-06,82
10869,10023.087044715881,-0.008769287,8.222216,821.63,0.0060517015,0.0,13972297,184663180000.0,-410120.5142698432,-1.1920928955078125e-07,98
10950,10081.042704820633,-0.008507972,8.219515,926.92,0.008165601,0.0,14048367,22965787000.0,-2339024.2616695105,-4.57763671875e-05,81
11038,10148.145603656769,-0.009773597,8.221661,968.25,0.007988099,0.0,14131778,49637350000.0,-2132784.009268641,0.0,88
11142,10228.54759812355,-0.009395535,8.227797,889.2,0.006881027,0.0,14225015,12957995000.0,-614027.9996792048,-3.5762786865234375e-07,104
11229,10287.527822494507,-0.008085535,8.237667,900.56,0.007983996,0.0,14302129,889207000000.0,-3877756.739412538,2.384185791015625e-07,87
11324,10379.81515288353,-0.008308043,8.239607,879.34,0.007260771,0.0,14387250,105314270000.0,-3496388.484461891,1.7881393432617188e-07,95
11412,10438.037571430206,-0.009586109,8.248186,921.53,0.005895523,0.0,14469213,4390188000.0,-997512.2678752027,0.0,88
11516,10496.8998401165,-0.008397914,8.24963,775.83,0.007683148,0.0,14550163,256673150000.0,-2801806.308291303,0.0,104
11602,10590.785789251328,-0.009499789,8.248381,916.94,0.0064983307,0.0,14630382,49884357000.0,-1033056.9428264245,-1.1920928955078125e-07,86
11693,10650.401428937912,-0.00901468,8.241734,884.48,0.008047965,0.0,14708777,28817150000.0,-1198013.1337605626,4.589557647705078e-06,91
11788,10741.442787647247,-0.00868009,8.24609,925.47,0.006798993,0.0,14797708,1048292750000.0,-725438.2451022209,5.960464477539063e-08,95
11891,10800.206689119339,-0.009789885,8.242993,777.5,0.007470732,0.0,14877786,228376800000.0,-9068999.357733835,2.8014183044433594e-06,103
11982,10897.65486240387,-0.009209847,8.246395,856.24,0.00660699,0.0,14956272,190326050000.0,-1358724.1835738907,1.7881393432617188e-07,91
12076,10955.947515249252,-0.007920203,8.2476635,846.63,0.010248152,0.0,15037563,18912520000.0,-2213291.559550597,-7.510185241699219e-06,94
12182,11053.8588681221,-0.009063242,8.249905,754.23,0.0074558603,0.0,15120491,430937150000.0,-732120.000907295,3.5762786865234375e-07,106
12286,11134.209549188614,-0.008679527,8.2540455,825.05,0.007189131,0.0,15207941,194205160000.0,-4946103.264281489,6.556510925292969e-07,104
12393,11207.767598628998,-0.009308641,8.249065,774.69,0.0073717646,0.0,15289249,288774100000.0,-3074133.7352614994,0.0,107
12516,11267.153418540955,-0.008533885,8.246077,644.61,0.006258428,0.0,15371782,261897850000.0,-1653741.031902526,-7.152557373046875e-07,123
12611,11357.937799692154,-0.010274871,8.232786,794.87,0.0059377523,0.0,15447050,9557535000.0,-2004438.8934840038,-1.1920928955078125e-07,95
12721,11416.751908779144,-0.009624236,8.241428,808.37,0.005270191,0.0,15539277,19599580000.0,-326045.7112416317,1.1920928955078125e-07,110
12830,11506.103395223618,-0.010183339,8.244709,688.63,0.0060009086,0.0,15613880,171182490000.0,-1218639.9825811468,0.0,109
12940,11564.663070201874,-0.008442719,8.24474,776.72,0.0052674497,0.0,15697870,23344484000.0,-399967.09489557013,5.960464477539063e-08,110
13049,11641.041138410568,-0.00865757,8.2624035,732.91,0.00688345,0.0,15777825,291598430000.0,-1215621.9377357126,0.0,109
13167,11711.850689411163,-0.008373039,8.264421,727.21,0.007998707,0.0,15861854,874631860000.0,-2899037.1555615026,9.5367431640625e-07,118
13272,11775.995931148529,-0.0078734085,8.265165,805.98,0.006226285,0.0,15947307,518718800000.0,-5911419.250015417,1.430511474609375e-06,105
13381,11866.198280334473,-0.009785158,8.270931,712.0,0.0057905605,0.0,16025673,43329053000.0,-1996356.1830777768,-6.67572021484375e-06,109
13488,11924.292203187943,-0.009197829,8.270069,767.75,0.0060028,0.0,16110030,54109606000.0,-949015.3905392899,-1.1920928955078125e-07,107
13588,12016.336109399796,-0.009073254,8.26862,745.44,0.0074369945,0.0,16184574,782337900000.0,-1356769.520679681,0.0,100
13691,12074.500044107437,-0.008413882,8.267803,753.69,0.007203275,0.0,16266090,12710127000.0,-5121605.179867336,-3.0875205993652344e-05,103
13818,12167.046975851059,-0.008154973,8.2645855,724.65,0.00708085,0.0,16354013,8165806000.0,-607236.6259600573,4.172325134277344e-07,127
13935,12225.711192131042,-0.009562264,8.26424,731.95,0.0070355907,0.0,16440605,70007480000.0,-769101.5351989327,-1.1920928955078125e-07,117
14033,12316.88641667366,-0.010473075,8.258709,773.76,0.0072251484,0.0,16517035,268934660000.0,-3472536.5091706286,-2.86102294921875e-06,98
14131,12374.978739023209,-0.008257798,8.261473,846.84,0.0056901546,0.0,16597621,159412200000.0,-1090150.3581147832,0.0,98
14243,12465.996508359909,-0.008834321,8.255932,825.84,0.008186253,0.0,16686360,99594970000.0,-3568153.3611351657,0.0,112
14357,12525.119227647781,-0.009850602,8.256941,604.12,0.0069403253,0.0,16756978,93314880000.0,-638877.5476320408,0.0,114
14457,12615.587624073029,-0.007907592,8.259518,807.66,0.0096766185,0.0,16837744,229522720000.0,-2200316.408005671,1.1920928955078125e-07,100
14566,12674.109597444534,-0.008660507,8.265917,825.68,0.0066271275,0.0,16929073,156137010000.0,-2723122.156558119,0.0,109
14686,12745.760745763779,-0.009619804,8.26799,705.69,0.005310193,0.0,17011350,339535660000.0,-1003320.7736729066,1.1920928955078125e-07,120
14791,12825.662709712982,-0.009305732,8.267276,708.66,0.0063338364,0.0,17089049,479515020000.0,-2753644.124804971,4.76837158203125e-07,105
14904,12884.379445552826,-0.00670896,8.264712,791.67,0.010381149,0.0,17174834,90515230000.0,-1914080.9952457421,-1.1920928955078125e-07,113
14996,12970.037374258041,-0.008027445,8.265682,859.86,0.006740912,0.0,17250764,24065315000.0,-1593395.255753527,0.0,92
15094,13029.13478589058,-0.008138627,8.267628,853.28,0.007490374,0.0,17331994,360602100000.0,-1031523.4605488022,0.0,98
15199,13088.402165412903,-0.00820653,8.257948,787.0,0.0072518773,0.0,17413084,12969777000.0,-2630360.5460729036,0.0,105
15320,13182.872937440872,-0.008397037,8.257566,684.13,0.0070913867,0.0,17498626,32541202000.0,-599058.604465451,0.0,121
15420,13242.159286260605,-0.009630427,8.261675,823.7,0.006818901,0.0,17580996,324792800000.0,-1420576.919893751,5.960464477539063e-08,100
15520,13306.820945978165,-0.00817143,8.266146,773.43,0.00670907,0.0,17658339,65627030000.0,-2746385.1038875156,2.205371856689453e-06,100
15643,13398.423093795776,-0.009679525,8.270266,683.85,0.006375807,0.0,17746884,265276200000.0,-1461111.4631258822,-1.1920928955078125e-07,123
15739,13481.268152952194,-0.009169471,8.26959,830.66,0.00643989,0.0,17828901,598227940000.0,-6668070.551205406,1.1920928955078125e-07,96
15845,13553.334917068481,-0.009569612,8.268248,815.8,0.006166605,0.0,17914969,418750330000.0,-4134456.077443929,-5.125999450683594e-05,106
15951,13615.954644441605,-0.008962077,8.271303,725.85,0.0066094636,0.0,17994152,7891757600.0,-1178215.7885542712,7.152557373046875e-07,106
16068,13702.726214647293,-0.008795174,8.275606,591.49,0.006103917,0.0,18068825,130311600000.0,-518376.3773360143,1.1920928955078125e-07,117
16183,13761.705709457397,-0.008362538,8.282734,730.19,0.0065389425,0.0,18153081,384929070000.0,-2688366.140683157,0.0,115
16295,13858.318232536316,-0.007935314,8.278002,820.11,0.006628558,0.0,18240851,299174600000.0,-5060417.072865999,2.980232238769531e-07,112
16423,13917.492096662521,-0.009029406,8.281551,639.15,0.0050913384,0.0,18322228,31162188000.0,-372717.2221785581,1.1920928955078125e-07,128
16516,14012.858031988144,-0.0060456996,8.278475,825.29,0.0105935205,0.0,18399055,23027948000.0,-1519200.6317178088,0.0,93
16639,14071.630181074142,-0.00847663,8.286625,653.51,0.007470058,0.0,18482326,16788764000.0,-409367.1163749283,0.0,123
16749,14163.556503295898,-0.0095262965,8.287228,714.43,0.006417766,0.0,18561463,13191037000.0,-919395.534436287,5.960464477539063e-08,110
16855,14223.49584197998,-0.008482728,8.293613,803.94,0.005150539,0.0,18646544,67048407000.0,-878894.3295762993,-1.1920928955078125e-07,106
16971,14315.617067337036,-0.008931335,8.30653,737.45,0.005971823,0.0,18729529,6120128500.0,-2088826.804815048,-1.1920928955078125e-07,116
17070,14374.639042854309,-0.009043354,8.315247,764.19,0.0050649317,0.0,18805612,47461490000.0,-566391.7367862276,-1.1920928955078125e-07,99
17191,14437.110009431839,-0.00990144,8.326954,711.82,0.005590947,0.0,18887112,50886074000.0,-1518233.3802257648,5.960464477539063e-08,121
17305,14529.823037862778,-0.009050095,8.340258,744.99,0.007403706,0.0,18969700,839040300000.0,-2598189.5694720726,2.2649765014648438e-06,114
17413,14588.396004676819,-0.0093334075,8.353027,795.83,0.006237013,0.0,19055172,93526114000.0,-2252194.8658386813,-2.8133392333984375e-05,108
17521,14681.868268013,-0.008202705,8.355694,866.5,0.007417938,0.0,19146819,32742860000.0,-1561080.9077590504,5.960464477539063e-08,108
17636,14741.292518377304,-0.009302832,8.351698,614.58,0.006670083,0.0,19217226,260277060000.0,-397652.9076543389,-2.384185791015625e-07,115
17726,14832.67360830307,-0.0075546326,8.355345,888.63,0.00728543,0.0,19296955,140522720000.0,-3972169.4000317752,0.0,90
17847,14892.366353750229,-0.008277731,8.364353,745.48,0.005485828,0.0,19387833,16586942000.0,-1432169.081212224,4.172325134277344e-07,121
17951,14982.14956355095,-0.009449292,8.358763,764.51,0.005352498,0.0,19468085,267094160000.0,-444788.57414272794,-2.5033950805664062e-06,104
18065,15042.303324460983,-0.009544921,8.362213,656.32,0.005852201,0.0,19546318,50593767000.0,-1050562.8839954985,4.76837158203125e-07,114
18179,15102.223438739777,-0.0095045315,8.36511,734.62,0.006573599,0.0,19630836,4547339000.0,-523781.9670890195,5.960464477539063e-08,114
18289,15161.396325826645,-0.0076337596,8.367298,755.44,0.007479566,0.0,19716128,40463630000.0,-875231.6538616137,0.0,110
18397,15249.378765821457,-0.008025205,8.376034,760.0,0.00737447,0.0,19800348,570130240000.0,-5871242.652575856,0.0,108
18502,15308.499895334244,-0.00938837,8.374403,746.01,0.006050761,0.0,19879935,25756250000.0,-637981.030159846,-7.3909759521484375e-06,105
18614,15367.457444190979,-0.0097442325,8.372158,619.01,0.005826904,0.0,19952099,84013660000.0,-196509.44501171532,7.748603820800781e-07,112
18734,15460.254518270493,-0.00971683,8.372545,659.25,0.0068383664,0.0,20033384,7217506000.0,-706819.6748885096,5.960464477539063e-08,120
18864,15519.687040567398,-0.008923225,8.380299,768.69,0.004931137,0.0,20125527,2063681200.0,-348904.3328772524,1.1920928955078125e-07,130
18997,15611.623629808426,-0.008576053,8.389557,604.55,0.0069775013,0.0,20207277,6220732400.0,-415647.61068694224,0.0,133
19091,15672.639836549759,-0.00908169,8.396318,669.01,0.0071154116,0.0,20271584,19149574000.0,-417643.56337557524,2.980232238769531e-07,94
19228,15731.93229341507,-0.010224061,8.409931,665.34,0.005814873,0.0,20361073,40074990000.0,-1611253.7852003095,2.980232238769531e-07,137
19372,15821.844225168228,-0.009572558,8.411259,612.05,0.0061780666,0.0,20450378,414779500000.0,-648178.2893044782,2.384185791015625e-07,144
19484,15880.993162870407,-0.008163696,8.4137535,692.21,0.005684082,0.0,20525745,47413500000.0,-2133433.6058071996,0.0,112
19601,15969.530194282532,-0.008460519,8.416428,748.34,0.0055554225,0.0,20614546,193552910000.0,-681280.1621720598,2.980232238769531e-07,117
19698,16028.88902926445,-0.007842785,8.425312,760.37,0.0074634575,0.0,20690040,65808753000.0,-1569952.9176174442,0.0,97
19816,16121.242546796799,-0.009000425,8.432262,738.9,0.004975231,0.0,20780409,4003297300.0,-849563.2472717416,0.0,118
19934,16180.802317619324,-0.008527337,8.442095,617.6,0.0055036945,0.0,20852847,7168316400.0,-518396.06095607,-9.5367431640625e-07,118
20055,16280.835612297058,-0.007895785,8.4476595,817.58,0.007385771,0.0,20944314,5732596700.0,-602714.3349547527,0.0,121
20188,16340.623309373856,-0.008228555,8.457691,645.28,0.0057938443,0.0,21021853,122888520000.0,-1870490.6215710575,-1.5497207641601562e-06,133
20292,16444.465134859085,-0.009375932,8.458677,793.89,0.00669353,0.0,21102299,61940433000.0,-809807.1810832269,5.960464477539063e-08,104
20408,16521.54622578621,-0.0088518215,8.452312,650.0,0.005771042,0.0,21185457,11231021000.0,-439206.8984533022,2.562999725341797e-05,116
20538,16601.202019691467,-0.009529886,8.457014,591.89,0.006460166,0.0,21270385,7647786500.0,-291029.6101435413,-1.1920928955078125e-07,130
20659,16693.24341917038,-0.008963101,8.457138,695.63,0.005276474,0.0,21354215,88049710000.0,-1544342.034824179,0.0,121
20796,16753.398181438446,-0.009373823,8.4530945,530.31,0.0056010406,0.0,21426276,117056390000.0,-2803543.9374400787,0.0,137
20970,16847.80118370056,-0.008970242,8.46471,563.17,0.0057990104,0.0,21526590,4494352400.0,-718557.2306991549,4.5299530029296875e-06,174
21080,16907.912521839142,-0.009122855,8.468584,658.57,0.0049012173,0.0,21599544,93459660000.0,-1144122.6110150705,0.0,110
21187,16998.43267083168,-0.008389596,8.46571,714.56,0.0077127903,0.0,21676769,58878996000.0,-1692114.9000375846,-5.960464477539062e-07,107
21305,17058.667105674744,-0.00909684,8.469038,675.61,0.0049509234,0.0,21758234,121316336000.0,-318201.24354390055,1.1920928955078125e-07,118
21431,17150.546788930893,-0.0082889,8.472918,628.0,0.0053700795,0.0,21838683,42238812000.0,-2268818.47189354,8.940696716308594e-07,126
21556,17210.898601531982,-0.00829833,8.482777,654.54,0.0058871596,0.0,21923982,17268716000.0,-328149.5537958991,0.0,125
21684,17302.675447702408,-0.008994226,8.488323,652.37,0.0050262036,0.0,22003880,158794610000.0,-3154175.2390488456,-2.384185791015625e-07,128
21827,17362.214126586914,-0.0077754273,8.497982,665.22,0.00508722,0.0,22092442,69628985000.0,-601524.3903836823,1.7881393432617188e-07,143
21930,17435.392130851746,-0.008311301,8.498691,678.88,0.0070053684,0.0,22162669,76841420000.0,-1912124.6516960075,0.0,103
22073,17513.69051361084,-0.008509154,8.494617,676.06,0.0073550777,0.0,22258964,219969400000.0,-951318.038277801,0.0,143
22196,17573.78049516678,-0.009202824,8.49387,527.81,0.005419094,0.0,22329728,1217017000.0,-1115088.4452184003,2.384185791015625e-07,123
22314,17665.86332678795,-0.009711467,8.496793,722.86,0.005079831,0.0,22413693,8152982500.0,-432882.40747003024,0.0,118
22442,17726.309770822525,-0.008470557,8.497761,568.43,0.0067944378,0.0,22495605,15398775000.0,-159879.29877408908,0.0,128
22565,17816.86871933937,-0.0072341138,8.499332,700.63,0.0074746953,0.0,22580140,18516658000.0,-699401.0922890091,2.980232238769531e-07,123
22694,17877.552879810333,-0.008799242,8.4953785,643.06,0.005723439,0.0,22661552,33138377000.0,-1117172.5119626755,0.0,129
22809,17963.45808672905,-0.008820334,8.493869,710.66,0.0055676177,0.0,22743667,257571770000.0,-1264511.6173137869,1.7881393432617188e-07,115
22955,18023.723486423492,-0.009310824,8.498381,459.02,0.004583414,0.0,22823279,179774470000.0,-495556.3266761402,7.748603820800781e-07,146
23093,18083.652448415756,-0.008318966,8.510714,629.39,0.0065780967,0.0,22913612,15086317000.0,-610795.1063841038,1.7881393432617188e-07,138
23223,18177.795057058334,-0.0088693295,8.514225,632.52,0.0050383597,0.0,22992154,105427804000.0,-227212.3777573147,1.1920928955078125e-07,130
23354,18237.66661787033,-0.007807549,8.5224285,597.61,0.0072439583,0.0,23072395,1183363200000.0,-3904585.2567214356,3.5762786865234375e-07,131
23462,18328.931151866913,-0.008290028,8.520723,679.06,0.0073517216,0.0,23151322,438105080000.0,-3582461.0722365365,2.980232238769531e-07,108
23605,18389.034336566925,-0.008344333,8.524244,616.31,0.006857902,0.0,23237878,41144263000.0,-2514786.502280407,1.7881393432617188e-07,143
23722,18480.91503715515,-0.009119226,8.531675,712.72,0.0060680867,0.0,23321180,238176340000.0,-1495660.9042850297,0.0,117
23866,18542.56986260414,-0.009000887,8.53538,585.5,0.00540656,0.0,23403413,53115433000.0,-1365956.913813921,-2.9802322387695312e-06,144
23994,18635.75090765953,-0.01019861,8.533388,672.46,0.004368267,0.0,23489400,438916550000.0,-2322328.419387084,0.0,128
24140,18696.36639904976,-0.009278497,8.540104,500.96,0.005240196,0.0,23561656,40902906000.0,-494717.7704546393,-2.384185791015625e-06,146
24251,18793.037505865097,-0.008720959,8.539425,712.31,0.0062951753,0.0,23640567,7091812000.0,-502665.07152525807,2.980232238769531e-07,111
24401,18853.45975780487,-0.007886564,8.545085,583.56,0.0062052095,0.0,23726189,338081100000.0,-2412078.068748871,-1.1920928955078125e-07,150
24563,18949.221134662628,-0.00910369,8.5480175,496.76,0.0049262857,0.0,23817469,63164670000.0,-631697.6188207829,-1.1920928955078125e-07,162
24701,19009.70848441124,-0.0083070705,8.561829,557.27,0.0065966407,0.0,23888035,19602740000.0,-981924.4360578355,0.0,138
24832,19108.585106134415,-0.008281733,8.561815,663.66,0.005959167,0.0,23972824,53824893000.0,-379677.2565148508,1.7881393432617188e-07,131
